label,feature,importance
NR-ER-LBD,ATSC5se,20
NR-ER-LBD,AATSC1dv,20
NR-ER-LBD,AATSC4v,20
NR-ER-LBD,AATSC2se,20
NR-ER-LBD,AATSC3i,20
NR-ER-LBD,VSA_EState7,20
NR-ER-LBD,MATS5s,20
NR-ER-LBD,GATS8p,20
NR-ER-LBD,GATS6s,20
NR-ER-LBD,MATS5Z,20
NR-ER-LBD,GATS7se,20
NR-ER-LBD,GATS3s,20
NR-ER-LBD,GATS3p,20
NR-ER-LBD,MW,20
NR-ER-LBD,MINssCH2,20
NR-ER-LBD,MATS3s,20
NR-ER-LBD,BCUTs-1l,20
NR-ER-LBD,GATS4dv,20
NR-ER-LBD,GATS5m,20
NR-ER-LBD,GATS5s,20
NR-ER-LBD,AATSC1i,19
NR-ER-LBD,MATS4p,19
NR-ER-LBD,MATS5m,19
NR-ER-LBD,AMID,19
NR-ER-LBD,ATSC8Z,19
NR-ER-LBD,JGI2,19
NR-ER-LBD,ATS0Z,19
NR-ER-LBD,AATS4p,19
NR-ER-LBD,AATSC3d,19
NR-ER-LBD,AATSC3v,19
NR-ER-LBD,GATS1se,19
NR-ER-LBD,AATSC5are,19
NR-ER-LBD,ATSC7d,19
NR-ER-LBD,AATSC5s,19
NR-ER-LBD,ATSC2se,19
NR-ER-LBD,MATS4s,19
NR-ER-LBD,BCUTZ-1h,19
NR-ER-LBD,BIC3,19
NR-ER-LBD,MATS4Z,19
NR-ER-LBD,BIC4,19
NR-ER-LBD,SlogP_VSA2,19
NR-ER-LBD,AATSC4are,18
NR-ER-LBD,GATS5pe,18
NR-ER-LBD,AATSC2pe,18
NR-ER-LBD,GATS7dv,18
NR-ER-LBD,MDEC-12,18
NR-ER-LBD,AXp-4dv,18
NR-ER-LBD,ZMIC5,18
NR-ER-LBD,AATS6p,18
NR-ER-LBD,MAXdO,18
NR-ER-LBD,MATS2se,18
NR-ER-LBD,ATSC4d,18
NR-ER-LBD,AATSC5i,18
NR-ER-LBD,AATS7d,18
NR-ER-LBD,ZMIC3,18
NR-ER-LBD,MATS4pe,18
NR-ER-LBD,AATSC8s,18
NR-ER-LBD,VSA_EState5,18
NR-ER-LBD,AATSC3dv,18
NR-ER-LBD,MATS8p,18
NR-ER-LBD,MATS5d,18
NR-ER-LBD,AATSC5d,17
NR-ER-LBD,AATSC6s,17
NR-ER-LBD,ATSC4i,17
NR-ER-LBD,AATSC2p,17
NR-ER-LBD,AATSC3are,17
NR-ER-LBD,BIC5,17
NR-ER-LBD,SIC4,17
NR-ER-LBD,MATS5i,17
NR-ER-LBD,AATSC2Z,17
NR-ER-LBD,AATSC7v,17
NR-ER-LBD,SpMAD_A,17
NR-ER-LBD,AATSC8Z,17
NR-ER-LBD,AATSC2m,17
NR-ER-LBD,GATS8dv,17
NR-ER-LBD,AATSC2dv,17
NR-ER-LBD,GATS3dv,17
NR-ER-LBD,ATSC6s,17
NR-ER-LBD,GATS6m,17
NR-ER-LBD,ATSC2c,17
NR-ER-LBD,ATSC2are,17
NR-ER-LBD,AMID_h,17
NR-ER-LBD,AATSC4i,17
NR-ER-LBD,ATSC8are,17
NR-ER-LBD,MATS2dv,17
NR-ER-LBD,AATSC8i,17
NR-ER-LBD,SdssC,17
NR-ER-LBD,MID_N,17
NR-ER-LBD,SM1_Dzi,17
NR-ER-LBD,MATS7c,17
NR-ER-LBD,AATS5v,17
NR-ER-LBD,AATS8dv,17
NR-ER-LBD,GATS3i,17
NR-ER-LBD,GATS7v,17
NR-ER-LBD,AETA_beta,17
NR-ER-LBD,ATSC7se,16
NR-ER-LBD,MINsssCH,16
NR-ER-LBD,Xc-5dv,16
NR-ER-LBD,AATSC8v,16
NR-ER-LBD,AATSC6dv,16
NR-ER-LBD,TopoShapeIndex,16
NR-ER-LBD,AATSC7c,16
NR-ER-LBD,ATSC8se,16
NR-ER-LBD,BCUTm-1l,16
NR-ER-LBD,AATSC1v,16
NR-ER-LBD,ATSC6pe,16
NR-ER-LBD,ZMIC2,16
NR-ER-LBD,MATS1m,16
NR-ER-LBD,ATSC4s,16
NR-ER-LBD,EState_VSA3,16
NR-ER-LBD,MATS8Z,16
NR-ER-LBD,GATS4m,16
NR-ER-LBD,ATSC8s,16
NR-ER-LBD,MATS4d,16
NR-ER-LBD,GATS8se,16
NR-ER-LBD,GATS5se,16
NR-ER-LBD,EState_VSA7,16
NR-ER-LBD,AATSC6are,16
NR-ER-LBD,AATSC1c,16
NR-ER-LBD,MATS8are,16
NR-ER-LBD,GATS1Z,16
NR-PPAR-gamma,GATS4dv,40
NR-PPAR-gamma,GATS5c,33
NR-PPAR-gamma,MDEC-13,28
NR-PPAR-gamma,ATSC4c,28
NR-PPAR-gamma,MDEO-11,28
NR-PPAR-gamma,SLogP,25
NR-PPAR-gamma,GATS5se,25
NR-PPAR-gamma,GATS3are,24
NR-PPAR-gamma,MATS8c,24
NR-PPAR-gamma,MATS1c,24
NR-PPAR-gamma,AATS6p,23
NR-PPAR-gamma,MINssCH2,23
NR-PPAR-gamma,GATS5d,22
NR-PPAR-gamma,MID_O,22
NR-PPAR-gamma,ATSC2c,22
NR-PPAR-gamma,AATSC0s,21
NR-PPAR-gamma,MAXssCH2,20
NR-PPAR-gamma,ATSC1p,20
NR-PPAR-gamma,JGI1,20
NR-PPAR-gamma,ATSC2p,20
NR-PPAR-gamma,GATS8Z,20
NR-PPAR-gamma,AMID_O,20
NR-PPAR-gamma,GATS4p,20
NR-PPAR-gamma,ATSC2are,20
NR-PPAR-gamma,MATS5d,19
NR-PPAR-gamma,AMID_N,19
NR-PPAR-gamma,AATSC2d,19
NR-PPAR-gamma,JGI10,19
NR-PPAR-gamma,GATS8dv,19
NR-PPAR-gamma,MAXdO,18
NR-PPAR-gamma,GATS1are,18
NR-PPAR-gamma,BCUTc-1l,18
NR-PPAR-gamma,AATS7d,18
NR-PPAR-gamma,GATS1s,18
NR-PPAR-gamma,AXp-6d,17
NR-PPAR-gamma,GATS2dv,17
NR-PPAR-gamma,ZMIC1,17
NR-PPAR-gamma,FilterItLogS,17
NR-PPAR-gamma,AATSC3Z,17
NR-PPAR-gamma,AATSC5i,17
NR-PPAR-gamma,MINdsCH,17
NR-PPAR-gamma,MATS4dv,17
NR-PPAR-gamma,AATS8d,16
NR-PPAR-gamma,GATS8m,16
NR-PPAR-gamma,MATS2pe,16
NR-PPAR-gamma,MATS3se,16
NR-PPAR-gamma,AATSC4dv,15
NR-PPAR-gamma,GATS2c,15
NR-PPAR-gamma,MINsOH,15
NR-PPAR-gamma,PEOE_VSA9,15
NR-PPAR-gamma,MAXdsCH,15
NR-PPAR-gamma,JGI3,15
NR-PPAR-gamma,GATS3i,14
NR-PPAR-gamma,MATS1p,14
NR-PPAR-gamma,MATS6pe,14
NR-PPAR-gamma,MATS1are,14
NR-PPAR-gamma,AATS8dv,14
NR-PPAR-gamma,GATS4are,14
NR-PPAR-gamma,AATSC8c,14
NR-PPAR-gamma,AATS5i,14
NR-PPAR-gamma,BCUTc-1h,14
NR-PPAR-gamma,ATSC5c,14
NR-PPAR-gamma,GATS8c,14
NR-PPAR-gamma,MATS5c,14
NR-PPAR-gamma,ATSC8dv,13
NR-PPAR-gamma,ATSC2m,13
NR-PPAR-gamma,AATSC4p,13
NR-PPAR-gamma,AATSC3s,13
NR-PPAR-gamma,ATSC3p,13
NR-PPAR-gamma,AATSC5Z,13
NR-PPAR-gamma,PEOE_VSA2,13
NR-PPAR-gamma,GATS6v,13
NR-PPAR-gamma,GATS2se,13
NR-PPAR-gamma,ATSC4i,13
NR-PPAR-gamma,GATS4v,12
NR-PPAR-gamma,MATS4i,12
NR-PPAR-gamma,MATS3m,12
NR-PPAR-gamma,VSA_EState3,12
NR-PPAR-gamma,ATSC2i,12
NR-PPAR-gamma,AATSC0c,12
NR-PPAR-gamma,GATS4c,12
NR-PPAR-gamma,MINaaCH,12
NR-PPAR-gamma,AETA_eta,12
NR-PPAR-gamma,PEOE_VSA8,12
NR-PPAR-gamma,ATSC2d,11
NR-PPAR-gamma,MINdO,11
NR-PPAR-gamma,GATS3c,11
NR-PPAR-gamma,AATSC2c,11
NR-PPAR-gamma,AXp-5dv,11
NR-PPAR-gamma,ATSC1c,11
NR-PPAR-gamma,VSA_EState7,11
NR-PPAR-gamma,AATSC4i,11
NR-PPAR-gamma,ATSC4v,11
NR-PPAR-gamma,SlogP_VSA6,11
NR-PPAR-gamma,EState_VSA3,11
NR-PPAR-gamma,GATS7i,10
NR-PPAR-gamma,AATS4p,10
NR-PPAR-gamma,AATS7are,10
NR-PPAR-gamma,ATSC4d,10
NR-PPAR-gamma,SIC5,10
NR-PPAR-gamma,SIC2,10
NR-PPAR-gamma,ATSC8c,10
NR-PPAR-gamma,GATS6c,10
NR-PPAR-gamma,AATS8i,10
NR-PPAR-gamma,BCUTd-1l,10
NR-PPAR-gamma,GATS4i,10
NR-PPAR-gamma,AATSC4c,10
NR-PPAR-gamma,GATS5i,10
NR-PPAR-gamma,BCUTi-1h,10
NR-PPAR-gamma,GATS4s,10
NR-PPAR-gamma,MINsCH3,10
NR-PPAR-gamma,AXp-6dv,10
NR-PPAR-gamma,MATS2m,10
NR-PPAR-gamma,GATS3p,10
NR-PPAR-gamma,Kier3,10
NR-PPAR-gamma,MDEC-33,10
NR-PPAR-gamma,ATSC3v,10
NR-PPAR-gamma,ATSC7c,9
NR-PPAR-gamma,AATSC7c,9
NR-PPAR-gamma,ATSC5v,9
NR-PPAR-gamma,GATS5are,9
NR-PPAR-gamma,Xpc-6dv,9
NR-PPAR-gamma,MATS6dv,9
NR-PPAR-gamma,EState_VSA2,9
NR-PPAR-gamma,AATSC2s,9
NR-PPAR-gamma,SlogP_VSA3,9
NR-PPAR-gamma,AATSC3d,9
NR-PPAR-gamma,GATS5Z,9
NR-PPAR-gamma,AATSC5d,9
NR-PPAR-gamma,AATSC2m,9
NR-PPAR-gamma,AATSC5v,9
NR-PPAR-gamma,CIC4,9
NR-PPAR-gamma,MATS3dv,9
NR-PPAR-gamma,JGI9,9
NR-PPAR-gamma,AXp-7d,8
NR-PPAR-gamma,ATSC3m,8
NR-PPAR-gamma,ATSC6are,8
NR-PPAR-gamma,MATS8se,8
NR-PPAR-gamma,ATSC3d,8
NR-PPAR-gamma,AATSC8dv,8
NR-PPAR-gamma,MATS2p,8
NR-PPAR-gamma,AATSC6dv,8
NR-PPAR-gamma,AATS4i,8
NR-PPAR-gamma,MAXaasC,8
NR-PPAR-gamma,MAXsOH,8
NR-PPAR-gamma,ATSC3dv,8
NR-PPAR-gamma,VSA_EState8,8
NR-PPAR-gamma,ATSC4Z,8
NR-PPAR-gamma,MDEC-23,8
NR-PPAR-gamma,ATSC3c,8
NR-PPAR-gamma,SIC4,8
NR-PPAR-gamma,MATS2are,8
NR-PPAR-gamma,ATSC6c,8
NR-PPAR-gamma,MIC5,8
NR-PPAR-gamma,PEOE_VSA10,8
NR-PPAR-gamma,PEOE_VSA6,8
NR-PPAR-gamma,AXp-7dv,8
NR-PPAR-gamma,ATSC1s,8
NR-PPAR-gamma,GATS8p,8
NR-PPAR-gamma,MATS5Z,8
NR-PPAR-gamma,GATS2i,8
NR-PPAR-gamma,GATS3Z,8
NR-PPAR-gamma,GATS5m,8
NR-PPAR-gamma,GATS3se,8
NR-PPAR-gamma,MATS5s,8
NR-PPAR-gamma,GATS2are,8
NR-PPAR-gamma,JGI4,8
NR-PPAR-gamma,nBase,8
NR-PPAR-gamma,GATS3pe,8
NR-PPAR-gamma,GATS4se,8
NR-PPAR-gamma,AATSC1s,8
NR-PPAR-gamma,GATS7se,8
NR-PPAR-gamma,Xp-3dv,7
